nohup: ignoring input
2026-04-07 16:34:53 vm1591745.vds.as210546.net database[43547] INFO ✅ Database initialized and migrated
2026-04-07 16:34:53 vm1591745.vds.as210546.net __main__[43547] INFO ✅ Admin status updated
2026-04-07 16:34:53 vm1591745.vds.as210546.net __main__[43547] INFO ℹ️  Starting bot...
2026-04-07 16:34:53 vm1591745.vds.as210546.net aiogram.dispatcher[43547] INFO Start polling
2026-04-07 16:34:54 vm1591745.vds.as210546.net __main__[43547] INFO ✅ Web server started (Admin + 2FA + Domain Update)
2026-04-07 16:34:54 vm1591745.vds.as210546.net aiogram.dispatcher[43547] INFO Run polling for bot @hfwehdhfjvorot_bot id=8757155179 - 'hfwehdhfjvorot'
2026-04-07 16:35:37 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:35:37 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:36:37 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:36:37 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:37:39 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:37:39 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:38:38 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:38:38 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:39:38 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:39:38 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:40:37 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:40:37 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:41:38 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:41:38 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:42:38 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:42:38 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:43:38 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:43:38 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:44:38 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:44:38 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:45:38 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:45:38 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:46:38 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:46:38 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:47:38 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:47:38 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:48:06 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:48:06 +0100] "GET /sub/47d98afe57cdcae0da8e94c0 HTTP/1.0" 400 178 "-" "Happ/4.7.1/macos catalyst/2604040151590"
2026-04-07 16:48:38 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:48:38 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:49:38 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:49:38 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
2026-04-07 16:50:37 vm1591745.vds.as210546.net aiohttp.access[43547] INFO 127.0.0.1 [07/Apr/2026:15:50:37 +0100] "GET /adminapi/data HTTP/1.0" 404 175 "https://solk.pw/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 YaBrowser/26.3.0.0 Safari/537.36"
